emr,əm
tourniquet,tʊənɪkeɪ
tourniquets,tʊənɪkeɪz
tours,tʊəz
tours de force,tʊə də fɔs
tousle,taʊzl
tousled,taʊzld
tousles,taʊzlz
tousling,taʊzlɪŋ
tout,taʊt
tout ensemble,tut ɒnsɒmbl
touted,taʊtɪd
touting,taʊtɪŋ
touts,taʊts
tow,toʊ
toward,təwɔd
towards,təwɔdz
towed,toʊd
towel,taʊəl
towel-horse,taʊəl-hɔs
towel-horses,taʊəl-hɔsɪz
towel-rack,taʊəl-ræk
towel-racks,taʊəl-ræks
towel-rail,taʊəl-reɪl
towel-rails,taʊəl-reɪlz
towelled,taʊəld
towelling,taʊəlɪŋ
towels,taʊəlz
tower,taʊər
tower-block,taʊə-blɒk
tower-blocks,taʊə-blɒks
towered,taʊəd
towering,taʊərɪŋ
towers,taʊəz
towing,toʊɪŋ
towing-line,toʊɪŋ-laɪn
towing-lines,toʊɪŋ-laɪnz
towing-path,toʊɪŋ-pɑθ
towing-paths,toʊɪŋ-pɑðz
towing-rope,toʊɪn-roʊp
towing-ropes,toʊɪn-roʊps
towline,toʊlaɪn
towlines,toʊlaɪnz
town,taʊn
town-crier,taʊn-kraɪər
town-criers,taʊn-kraɪəz
town-gas,taʊn-gæs
townee,taʊnɪ
townees,taʊnɪz
towns,taʊnz
townsfolk,taʊnzfoʊk
township,taʊnʃɪp
townships,taʊnʃɪps
townsman,taʊnzmən
townsmen,taʊnzmən
townspeople,taʊnzpipl
towpath,toʊpɑθ
towpaths,toʊpɑðz
towrope,toʊroʊp
towropes,toʊroʊps
tows,toʊz
toxaemia,tɒksimɪə
toxic,tɒksɪk
toxicity,tɒksɪsɪtɪ
toxicologist,tɒksɪkɒlədʒɪst
toxicologists,tɒksɪkɒlədʒɪsts
toxicology,tɒksɪkɒlədʒɪ
toxin,tɒksɪn
toxins,tɒksɪnz
toy,toɪ
toyed,toɪd
toying,toɪɪŋ
toys,toɪz
toyshop,toɪʃɒp
toyshops,toɪʃɒps
trace,treɪs
traceable,treɪsəbl
traced,treɪst
tracer,treɪsər
traceries,treɪsərɪz
tracers,treɪsəz
tracery,treɪsərɪ
traces,treɪsɪz
trachea,trəkɪə
tracheae,trəkɪi
trachoma,trəkoʊmə
tracing,treɪsɪŋ
tracing-paper,treɪsɪŋ-peɪpər
tracings,treɪsɪŋz
track,træk
tracked,trækt
tracker,trækər
trackers,trækəz
tracking,trækɪŋ
trackless,trækləs
tracks,træks
tract,trækt
tractabilities,træktəbɪlɪtɪz
tractability,træktəbɪlɪtɪ
tractable,træktəbl
traction,trækʃn
traction-engine,trækʃn-endʒɪn
traction-engines,trækʃn-endʒɪnz
tractor,træktər
tractors,træktəz
tracts,trækts
trad,træd
trade,treɪd
trade-in,treɪd-ɪn
trade-ins,treɪd-ɪnz
trade-union,treɪd-junɪən
trade-unionism,treɪd-junɪənɪzəm
trade-unionist,treɪd-junɪənɪst
trade-unionists,treɪd-junɪənɪsts
trade-unions,treɪd-junɪənz
trade-wind,treɪd-wɪnd
trade-winds,treɪd-wɪndz
traded,treɪdɪd
trademark,treɪdmɑk
trademarks,treɪdmɑks
trader,treɪdər
traders,treɪdəz
trades,treɪdz
trades-union,treɪdz-junɪən
trades-unions,treɪdz-junɪənz
tradesfolk,treɪdzfoʊk
tradesman,treɪdzmən
tradesmen,treɪdzmən
tradespeople,treɪdzpipl
trading,treɪdɪŋ
tradition,trədɪʃn
traditional,trədɪʃənl
traditionalism,trədɪʃnəlɪzəm
traditionalist,trədɪʃnəlɪst
traditionalists,trədɪʃnəlɪsts
traditionally,trədɪʃənəlɪ
traditions,trədɪʃnz
traduce,trədjus
traduced,trədjust
traducer,trədjusər
traducers,trədjusəz
traduces,trədjusɪz
traducing,trədjusɪŋ
traffic,træfɪk
trafficator,træfɪkeɪtər
trafficators,træfɪkeɪtəz
trafficked,træfɪkt
trafficker,træfɪkər
traffickers,træfɪkəz
trafficking,træfɪkɪŋ
traffics,træfɪks
tragedian,trədʒidɪən
tragedians,trədʒidɪənz
tragedienne,trədʒidɪen
tragediennes,trədʒidɪenz
tragedies,trædʒədɪz
tragedy,trædʒədɪ
tragic,trædʒɪk
tragically,trædʒɪklɪ
tragicomedies,trædʒɪkɒmədɪz
tragicomedy,trædʒɪkɒmədɪ
tragicomic,trædʒɪkɒmɪk
trail,treɪl
trailed,treɪld
trailer,treɪlər
trailers,treɪləz
trailing,treɪlɪŋ
trails,treɪlz
train,treɪn
trainbearer,treɪnbeərər
trainbearers,treɪnbeərəz
trained,treɪnd
trainee,treɪni
trainees,treɪniz
trainer,treɪnər
trainers,treɪnəz
training,treɪnɪŋ
training-college,treɪnɪŋ-kɒlɪdʒ
training-colleges,treɪnɪŋ-kɒlɪdʒɪz
training-ship,treɪnɪŋ-ʃɪp
training-ships,treɪnɪŋ-ʃɪps
trainload,treɪnloʊd
trainloads,treɪnloʊdz
trainman,treɪnmæn
trainmen,treɪnmen
trains,treɪnz
traipse,treɪps
traipsed,treɪpst
traipses,treɪpsɪz
traipsing,treɪpsɪŋ
trait,treɪt
traitor,treɪtər
traitorous,treɪtərəs
traitorously,treɪtərəslɪ
traitors,treɪtəz
traitress,treɪtrɪs
traitresses,treɪtrɪsɪz
traits,treɪts
trajectories,trədʒektərɪz
trajectory,trədʒektərɪ
tram,træm
tram-car,træm-kɑr
tram-cars,træm-kɑz
tramline,træmlaɪn
tramlines,træmlaɪnz
trammel,træməl
trammelled,træməld
trammelling,træməlɪŋ
trammels,træməlz
tramp,træmp
tramp-steamer,træmp-stimər
tramp-steamers,træmp-stiməz
tramped,træmpt
tramping,træmpɪŋ
trample,træmpl
trampled,træmpld
tramples,træmplz
trampling,træmplɪŋ
trampoline,træmpəlin
trampolines,træmpəlinz
tramps,træmps
trams,træmz
tramway,træmweɪ
tramways,træmweɪz
trance,trɑns
trances,trɑnsɪz
tranquil,træŋkwɪl
tranquility,trænkwɪlɪtɪ
tranquilize,trænkwɪlaɪz
tranquilized,trænkwɪlaɪzd
tranquilizes,trænkwɪlaɪzɪz
tranquilizing,trænkwɪlaɪzɪŋ
tranquillity,trænkwɪlɪtɪ
tranquillize,trænkwɪlaɪz
tranquillized,trænkwɪlaɪzd
tranquillizer,trænkwɪlaɪzər
tranquillizers,trænkwɪlaɪzəz
tranquillizes,trænkwɪlaɪzɪz
tranquillizing,trænkwɪlaɪzɪŋ
tranquilly,træŋkwɪlɪ
trans,trænz
trans-,trænz-
transact,trænzækt
transacted,trænzæktɪd
transacting,trænzæktɪŋ
transaction,trænzækʃn
transactions,trænzækʃnz
transacts,trænzækts
transalpine,trænzælpaɪn
transalpines,trænzælpaɪnz
transatlantic,trænzətlæntɪk
transcend,trænsend
transcended,trænsendɪd
transcendence,trænsendəns
transcendency,trænsendənsɪ
transcendent,trænsendənt
transcendental,trænsendentl
transcendentalism,trænsendentəlɪzəm
transcendentalist,trænsendentəlɪst
transcendentalists,trænsendentəlɪsts
transcendentally,trænsəndentəlɪ
transcending,trænsendɪŋ
transcends,trænsendz
transcontinental,trænzkɒntɪnentl
transcribe,trænskraɪb
transcribed,trænskraɪbd
transcribes,trænskraɪbz
transcribing,trænskraɪbɪŋ
transcript,trænskrɪpt
transcription,trænskrɪpʃn
transcriptions,trænskrɪpʃnz
transcripts,trænskrɪpts
transept,trænsept
transepts,trænsepts
transfer,trænsfɜr
transfer,trænsfɜr
transferability,trænsfɜrəbɪlɪtɪ
transferable,trænsfɜrəbl
transference,trænsfərəns
transferences,trænsfərənsɪz
transferred,trænsfɜd
transferring,trænsfɜrɪŋ
transfers,trænsfɜz
transfers,trænsfɜz
transfiguration,trænsfɪgəreɪʃn
transfigurations,trænsfɪgəreɪʃnz
transfigure,trænsfɪgər
transfigured,trænsfɪgəd
transfigures,trænsfɪgəz
transfiguring,trænsfɪgərɪŋ
transfix,trænsfɪks
transfixed,trænsfɪkst
transfixes,trænsfɪksɪz
transfixing,trænsfɪksɪŋ
transform,trænsfɔm
transformable,trænsfɔməbl
transformation,trænsfəmeɪʃn
transformations,trænsfəmeɪʃnz
transformed,trænsfɔmd
transformer,trænsfɔmər
transformers,trænsfɔməz
transforming,trænsfɔmɪŋ
transforms,trænsfɔmz
transfuse,trænsfjuz
transfused,trænsfjuzd
transfuses,trænsfjuzɪz
transfusing,trænsfjuzɪŋ
transfusion,trænsfjuʒn
transfusions,trænsfjuʒnz
transgress,trænzgres
transgressed,trænzgrest
transgresses,trænzgresɪz
transgressing,trænzgresɪŋ
transgression,trænzgreʃn
transgressions,trænzgreʃnz
transgressor,trænzgresər
transgressors,trænzgresəz
transience,trænzɪəns
transiency,trænzɪənsɪ
transient,trænzɪənt
transiently,trænzɪəntlɪ
transients,trænzɪənts
transistor,trænzɪstər
transistorized,trænzɪstəraɪzd
transistors,trænzɪstəz
transit,trænsɪt
transition,trænzɪʃn
transitional,trænsɪʃənl
transitionally,trænsɪʃənəlɪ
transitions,trænzɪʃnz
transitive,trænsətɪv
transitively,trænsətɪvlɪ
transitory,trænsɪtrɪ
translatable,trænsleɪtəbl
translate,trænzleɪt
translated,trænzleɪtɪd
translates,trænzleɪts
translating,trænzleɪtɪŋ
translation,trænsleɪʃn
translations,trænsleɪʃnz
translator,trænzleɪtər
translators,trænzleɪtəz
transliterate,trænzlɪtəreɪt
transliterated,trænzlɪtəreɪtɪd
transliterates,trænzlɪtəreɪts
transliterating,trænzlɪtəreɪtɪŋ
transliteration,trænzlɪtəreɪʃn
transliterations,trænzlɪtəreɪʃnz
translucence,trænzlusns
translucency,trænzlusnsɪ
translucent,trænzlusnt
transmigration,trænzmaɪgreɪʃn
transmission,trænzmɪʃn
transmissions,trænzmɪʃnz
transmit,trænzmɪt
transmits,trænzmɪts
transmitted,trænzmɪtɪd
transmitter,trænzmɪtər
transmitters,trænzmɪtəz
transmitting,trænzmɪtɪŋ
transmogrification,trænzmɒgrɪfɪkeɪʃn
transmogrifications,trænzmɒgrɪfɪkeɪʃnz
transmogrified,trænzmɒgrɪfaɪd
transmogrifies,trænzmɒgrɪfaɪz
transmogrify,trænzmɒgrɪfaɪ
transmogrifying,trænzmɒgrɪfaɪɪŋ
transmutable,trænzmjutəbl
transmutation,trænzmjuteɪʃn
transmutations,trænzmjuteɪʃnz
transmute,trænzmjut
transmuted,trænzmjutɪd
transmutes,trænzmjuts
transmuting,trænzmjutɪŋ
transoceanic,trænzoʊʃɪænɪk
transom,trænsəm
transom-window,trænsəm-wɪndoʊ
transom-windows,trænsəm-wɪndoʊz
transoms,trænsəmz
transparence,trænspærəns
transparencies,trænspærənsɪz
transparency,trænspærənsɪ
transparent,trænspærənt
transparently,trænspærəntlɪ
transpiration,trænspɪreɪʃn
transpire,trænspaɪər
transpired,trænspaɪəd
transpires,trænspaɪəz
transpiring,trænspaɪərɪŋ
transplant,trænsplɑnt
transplant,trænsplɑnt
transplantation,trænsplɑnteɪʃn
transplantations,trænsplɑnteɪʃnz
transplanted,trænsplɑntɪd
transplanting,trænsplɑntɪŋ
transplants,trænsplɑnts
transplants,trænsplɑnts
transpolar,trænzpoʊlər
transport,trænspɔt
transport,trænspɔt
transportable,trænspɔtəbl
transportation,trænspɔteɪʃn
transported,trænspɔtɪd
transporter,trænspɔtər
transporters,trænspɔtəz
transporting,trænspɔtɪŋ
transports,trænspɔts
transports,trænspɔts
transpose,trænspoʊz
transposed,trænspoʊzd
transposes,trænspoʊzɪz
transposing,trænspoʊzɪŋ
transposition,trænspəzɪʃn
transpositions,trænspəzɪʃnz
transsexual,trænzsekʃʊəl
transsexuals,trænzsekʃʊəlz
transship,trænʃɪp
transshipment,trænʃɪpmənt
transshipments,trænʃɪpmənts
transshipped,trænʃɪpt
transshipping,trænʃɪpɪŋ
transships,trænʃɪps
transubstantiation,trænsəbstænʃɪeɪʃn
transverse,trænzvɜs
transversely,trænzvɜslɪ
transvestism,trænzvestɪzəm
transvestite,trænzvestaɪt
transvestites,trænzvestaɪts
trap,træp
trap-door,træp-dɔr
trap-doors,træp-dɔz
trap-shooting,træp-ʃutɪŋ
trapeze,trəpiz
trapezes,trəpizɪz
trapezium,trəpizɪəm
trapeziums,trəpizɪəmz
trapezoid,træpɪzoɪd
trapezoids,træpɪzoɪdz
trapped,træpt
trapper,træpər
trappers,træpəz
trapping,træpɪŋ
trappings,træpɪŋz
traps,træps
trash,træʃ
trashier,træʃɪər
trashiest,træʃɪɪst
trashy,træʃɪ
trauma,trɔmə
traumas,trɔməz
traumatic,trɔmætɪk
travail,træveɪl
travails,træveɪlz
travel,trævl
travel-soiled,trævl-soɪld
travel-stained,trævl-steɪnd
travel-worn,trævl-wɔn
traveled,trævld
travelled,trævld
traveller,trævlər
travellers,trævləz
travelling,trævəlɪŋ
travelogue,trævəlɒg
travelogues,trævəlɒgz
travels,trævlz
traverse,trævɜs
traversed,trævɜst
traverses,trævɜsɪz
traversing,trævɜsɪŋ
travestied,trævəstɪd
travesties,trævəstɪz
travesty,trævəstɪ
travestying,trævəstɪɪŋ
trawl,trɔl
trawl-net,trɔl-net
trawl-nets,trɔl-nets
trawled,trɔld
trawler,trɔlər
trawlers,trɔləz
trawling,trɔlɪŋ
trawls,trɔlz
tray,treɪ
tray-cloth,treɪ-klɒθ
tray-cloths,treɪ-klɒθs
trays,treɪz
treacheries,tretʃərɪz
treacherous,tretʃərəs
treacherously,tretʃərəslɪ
treachery,tretʃərɪ
treacle,trikl
treacly,triklɪ
tread,tred
treading,tredɪŋ
treadle,tredl
treadled,tredld
treadles,tredlz
treadling,tredlɪŋ
treadmill,tredmɪl
treadmills,tredmɪlz
treads,tredz
treas,treʒərər
treason,trizn
treasonable,trizənəbl
treasonably,trizənəblɪ
treasonous,trizənəs
treasure,treʒər
treasure-house,treʒə-haʊs
treasure-houses,treʒə-haʊzɪz
treasure-trove,treʒə-troʊv
treasured,treʒəd
treasurer,treʒərər
treasurers,treʒərəz
treasures,treʒəz
treasuries,treʒərɪz
treasuring,treʒərɪŋ
treasury,treʒərɪ
treat,trit
treated,tritɪd
treaties,tritɪz
treating,tritɪŋ
treatise,tritɪs
treatises,tritɪsɪz
treatment,tritmənt
treatments,tritmənts
treats,trits
treaty,tritɪ
treble,trebl
trebled,trebld
trebles,treblz
trebling,treblɪŋ
tree,tri
tree-fern,tri-fɜn
tree-ferns,tri-fɜnz
treed,trid
treeing,triɪŋ
treeless,triləs
trees,triz
trefoil,trefoɪl
trefoils,trefoɪlz
trek,trek
trekked,trekt
trekking,trekɪŋ
treks,treks
trellis,trelɪs
trellised,trelɪst
trellises,trelɪsɪz
trellising,trelɪsɪŋ
tremble,trembl
trembled,trembld
trembles,tremblz
trembling,tremblɪŋ
tremendous,trɪmendəs
tremendously,trɪmendəslɪ
tremolo,treməloʊ
tremolos,treməloʊz
tremor,tremər
tremors,treməz
tremulous,tremjʊləs
tremulously,tremjʊləslɪ
trench,trentʃ
trenchancy,trentʃənsɪ
trenchant,trentʃənt
trenchantly,trentʃəntlɪ
trenched,trentʃt
trencher,trentʃər
trencherman,trentʃəmən
trenchermen,trentʃəmən
trenchers,trentʃəz
trenches,trentʃɪz
trenching,trentʃɪŋ
trend,trend
trend-setter,trend-setər
trend-setters,trend-setəz
trend-setting,trend-setɪŋ
trended,trendɪd
trendier,trendɪər
trendiest,trendɪɪst
trending,trendɪŋ
trends,trendz
trendy,trendɪ
trepan,trɪpæn
trepanned,trɪpænd
trepanning,trɪpænɪŋ
trepans,trɪpænz
trephine,trɪfin
trephined,trɪfind
trephines,trɪfinz
trephining,trɪfinɪŋ
trepidation,trepɪdeɪʃn
trespass,trespəs
trespassed,trespəst
trespasser,trespəsər
trespassers,trespəsəz
trespasses,trespəsɪz
trespassing,trespəsɪŋ
tress,tres
tresses,tresɪz
trestle,tresl
trestle-bridge,tresl-brɪdʒ
trestle-bridges,tresl-brɪdʒɪz
trestle-table,tresl-teɪbl
trestle-tables,tresl-teɪblz
trestles,treslz
trews,truz
tri-,traɪ-
triad,traɪæd
triads,traɪædz
trial,traɪəl
trials,traɪəlz
triangle,traɪæŋgl
triangles,traɪæŋglz
triangular,traɪæŋgjʊlər
tribal,traɪbl
tribalism,traɪbəlɪzəm
tribe,traɪb
tribes,traɪbz
tribesman,traɪbzmən
tribesmen,traɪbzmən
tribulation,trɪbjʊleɪʃn
tribulations,trɪbjʊleɪʃnz
tribunal,traɪbjunl
tribunals,traɪbjunlz
tribune,trɪbjun
tribunes,trɪbjunz
tributaries,trɪbjʊtərɪz
tributary,trɪbjʊtərɪ
tribute,trɪbjut
tributes,trɪbjuts
trice,traɪs
triced,traɪst
trices,traɪsɪz
tricing,traɪsɪŋ
trick,trɪk
tricked,trɪkt
trickery,trɪkərɪ
trickier,trɪkɪər
trickiest,trɪkɪɪst
trickiness,trɪkɪnɪs
tricking,trɪkɪŋ
trickle,trɪkl
trickled,trɪkld
trickles,trɪklz
trickling,trɪklɪŋ
tricks,trɪks
trickster,trɪkstər
tricksters,trɪkstəz
tricksy,trɪksɪ
tricky,trɪkɪ
tricolour,trɪkələr
tricolours,trɪkələz
tricycle,traɪsɪkl
tricycles,traɪsɪklz
trident,traɪdnt
tridents,traɪdnts
tried,traɪd
triennial,traɪenɪəl
triennials,traɪenɪəlz
trier,traɪər
triers,traɪəz
tries,traɪz
trifle,traɪfəl
trifled,traɪfəld
trifler,traɪflər
triflers,traɪfləz
trifles,traɪfəlz
trifling,traɪflɪŋ
trigger,trɪgər
trigger-happy,trɪgə-hæpɪ
triggered,trɪgəd
triggering,trɪgərɪŋ
triggers,trɪgəz
trigonometry,trɪgənɒmətrɪ
trilateral,traɪlætərəl
trilbies,trɪlbɪz
trilby,trɪlbɪ
trill,trɪl
trilled,trɪld
trilling,trɪlɪŋ
trillion,trɪlɪən
trillions,trɪlɪənz
trillionth,trɪlɪənθ
trillionths,trɪlɪənθs
trills,trɪlz
trilogies,trɪlədʒɪz
trilogy,trɪlədʒɪ
trim,trɪm
trimaran,traɪməræn
trimarans,traɪmərænz
trimly,trɪmlɪ
trimmed,trɪmd
trimmer,trɪmər
trimmers,trɪməz
trimmest,trɪmɪst
trimming,trɪmɪŋ
trimmings,trɪmɪŋz
trims,trɪmz
trinities,trɪnɪtɪz
trinitrotoluene,traɪnaɪtroʊtɒljʊin
trinity,trɪnɪtɪ
trinket,trɪŋkɪt
trinkets,trɪŋkɪts
trio,trioʊ
trios,trioʊz
trip,trɪp
tripartite,traɪpɑtaɪt
tripe,traɪp
triple,trɪpl
tripled,trɪpld
triples,trɪplz
triplet,trɪplət
triplets,trɪpləts
triplex,trɪpleks
triplicate,trɪplɪkət
triplicate,trɪplɪkeɪt
triplicated,trɪplɪkeɪtɪd
triplicates,trɪplɪkəts
triplicates,trɪplɪkeɪts
triplicating,trɪplɪkeɪtɪŋ
tripling,trɪplɪŋ
tripod,traɪpɒd
tripods,traɪpɒdz
tripos,traɪpɒs
triposes,traɪpɒsɪz
tripped,trɪpt
tripper,trɪpər
trippers,trɪpəz
tripping,trɪpɪŋ
trippingly,trɪpɪŋlɪ
trips,trɪps
triptych,trɪptɪk
triptychs,trɪptɪks
trireme,traɪrim
triremes,traɪrimz
trisect,traɪsekt
trisected,traɪsektɪd
trisecting,traɪsektɪŋ
trisects,traɪsekts
trite,traɪt
tritely,traɪtlɪ
triteness,traɪtnəs
triumph,traɪəmf
triumphal,traɪʌmfəl
triumphant,traɪʌmfənt
triumphantly,traɪʌmfəntlɪ
triumphed,traɪəmft
triumphing,traɪəmfɪŋ
triumphs,traɪəmfs
triumvir,traɪʌmvər
triumvirate,traɪʌmvɪrət
triumvirates,traɪʌmvɪrəts
triumvirs,traɪʌmvəz
triune,traɪjun
trivet,trɪvɪt
trivets,trɪvɪts
trivia,trɪvɪə
trivial,trɪvɪəl
trivialities,trɪvɪælɪtɪz
triviality,trɪvɪælɪtɪ
trivialize,trɪvɪəlaɪz
trivialized,trɪvɪəlaɪzd
trivializes,trɪvɪəlaɪzɪz
trivializing,trɪvɪəlaɪzɪŋ
trivially,trɪvɪəlɪ
trochaic,troʊkeɪɪk
trochee,troʊki
trochees,troʊkiz
trod,trɒd
trodden,trɒdn
troglodyte,trɒglədaɪt
troglodytes,trɒglədaɪts
troika,troɪkə
troikas,troɪkəz
troll,troʊl
trolled,troʊld
trolley,trɒlɪ
trolley-car,trɒlɪ-kɑr
trolley-cars,trɒlɪ-kɑz
trolleys,trɒlɪz
trolling,troʊlɪŋ
trollop,trɒləp
trollops,trɒləps
trolls,troʊlz
trombone,trɒmboʊn
trombones,trɒmboʊnz
trombonist,trɒmboʊnɪst
trombonists,trɒmboʊnɪsts
troop,trup
troop-carrier,trup-kærɪər
troop-carriers,trup-kærɪəz
trooped,trupt
trooper,trupər
troopers,trupəz
trooping,trupɪŋ
troops,trups
troopship,trupʃɪp
troopships,trupʃɪps
trope,troʊp
tropes,troʊps
trophies,troʊfɪz
trophy,troʊfɪ
tropic,trɒpɪk
tropical,trɒpɪkl
tropically,trɒpɪklɪ
tropics,trɒpɪks
trot,trɒt
troth,troʊθ
trots,trɒts
trotted,trɒtɪd
trotter,trɒtər
trotters,trɒtəz
trotting,trɒtɪŋ
troubadour,trubədɔr
troubadours,trubədɔz
trouble,trʌbl
troubled,trʌbld
troublemaker,trʌblmeɪkər
troublemakers,trʌblmeɪkəz
troubles,trʌblz
troubleshooter,trʌblʃutər
troubleshooters,trʌblʃutəz
troublesome,trʌblsəm
troubling,trʌblɪŋ
troublous,trʌbləs
trough,trɒf
troughs,trɒfs
trounce,traʊns
trounced,traʊnst
trounces,traʊnsɪz
trouncing,traʊnsɪŋ
trouncings,traʊnsɪŋz
troupe,trup
trouper,trupər
troupers,trupəz
troupes,trups
trouser,traʊzər
trousers,traʊzəz
trousseau,trusoʊ
trousseaus,trusoʊz
trousseaux,trusoʊz
trout,traʊt
trove,troʊv
troves,troʊvz
trowel,traʊəl
trowels,traʊəlz
troy,troɪ
truancies,truənsɪz
truancy,truənsɪ
truant,truənt
truants,truənts
truce,trus
truces,trusɪz
truck,trʌk
truckle,trʌkl
truckle-bed,trʌkl-bed
truckle-beds,trʌkl-bedz
truckled,trʌkld
truckles,trʌklz
truckling,trʌklɪŋ
trucks,trʌks
truculence,trʌkjʊləns
truculency,trʌkjʊlənsɪ
truculent,trʌkjʊlənt
truculently,trʌkjʊləntlɪ
trudge,trʌdʒ
trudged,trʌdʒd
trudges,trʌdʒɪz
trudging,trʌdʒɪŋ
TRUE,tru
true-blue,tru-blu
true-blues,tru-bluz
true-hearted,tru-hɑtɪd
trued,trud
truelove,trulʌv
trueloves,trulʌvz
truer,truər
trues,truz
truest,truɪst
truffle,trʌfl
truffles,trʌflz
truing,truɪŋ
truism,truɪzəm
truisms,truɪzəmz
truly,trulɪ
trump,trʌmp
trumped,trʌmpt
trumpery,trʌmpərɪ
trumpet,trʌmpɪt
trumpeted,trʌmpɪtɪd
trumpeter,trʌmpɪtər
trumpeters,trʌmpɪtəz
trumpeting,trʌmpɪtɪŋ
trumpets,trʌmpɪts
trumping,trʌmpɪŋ
trumps,trʌmps
truncate,trʌŋkeɪt
truncated,trʌŋkeɪtɪd
truncates,trʌŋkeɪts
truncating,trʌŋkeɪtɪŋ
truncheon,trʌntʃən
truncheons,trʌntʃənz
trundle,trʌndl
trundled,trʌndld
trundles,trʌndlz
trundling,trʌndlɪŋ
trunk,trʌŋk
trunk-call,trʌŋk-kɔl
trunk-calls,trʌŋk-kɔlz
trunk-line,trʌŋk-laɪn
trunk-lines,trʌŋk-laɪnz
trunk-road,trʌŋk-roʊd
trunk-roads,trʌŋk-roʊdz
trunking,trʌŋkɪŋ
trunks,trʌŋks
truss,trʌs
trussed,trʌst
trusses,trʌsɪz
trussing,trʌsɪŋ
trust,trʌst
trusted,trʌstɪd
trustee,trʌsti
trustees,trʌstiz
trusteeship,trʌstiʃɪp
trusteeships,trʌstiʃɪps
trustful,trʌstfəl
trustfully,trʌstfəlɪ
trustier,trʌstɪər
trustiest,trʌstɪɪst
trusting,trʌstɪŋ
trustingly,trʌstɪŋlɪ
trusts,trʌsts
trustworthiness,trʌstwɜðɪnəs
trustworthy,trʌstwɜðɪ
trusty,trʌstɪ
truth,truθ
truthful,truθfəl
truthfully,truθfəlɪ
truthfulness,truθfəlnəs
truths,truðz
try,traɪ
try-on,traɪ-ɒn
try-ons,traɪ-ɒnz
try-out,traɪ-aʊt
try-outs,traɪ-aʊts
trying,traɪɪŋ
tryst,trɪst
trysts,trɪsts
tsetse,tsetsɪ
tsetse-flies,tsetsɪ-flaɪz
tsetse-fly,tsetsɪ-flaɪ
tsetses,tsetsɪz
tu quoque,tju kwoʊkwɪ
tub,tʌb
tub-thumper,tʌb-θʌmpər
tub-thumpers,tʌb-θʌmpəz
tuba,tjubə
tubas,tjubəz
tubbier,tʌbɪər
tubbiest,tʌbɪɪst
tubby,tʌbɪ
tube,tjub
tube-well,tjub-wel
tube-wells,tjub-welz
tubeless,tjubləs
tuber,tjubər
tubercular,tjubɜkjʊlər
tuberculosis,tjubɜkjʊloʊsɪs
tuberculous,tjubɜkjʊləs
tubers,tjubəz
tubes,tjubz
tubful,tʌbfʊl
tubfuls,tʌbfʊlz
tubing,tjubɪŋ
tubs,tʌbz
tubular,tjubjʊlər
tuck,tʌk
tuck-in,tʌk-ɪn
tuck-ins,tʌk-ɪnz
tuck-shop,tʌk-ʃɒp
tuck-shops,tʌk-ʃɒps
tucked,tʌkt
tucker,tʌkər
tuckers,tʌkəz
tucking,tʌkɪŋ
tucks,tʌks
tuft,tʌft
tufted,tʌftɪd
tufts,tʌfts
tug,tʌg
tugboat,tʌgboʊt
tugboats,tʌgboʊts
tugged,tʌgd
tugging,tʌgɪŋ
tugs,tʌgz
tuition,tjuɪʃn
tulip,tjulɪp
tulips,tjulɪps
tulle,tjul
tumble,tʌmbl
tumble-down,tʌmbl-daʊn
tumbled,tʌmbld
tumbler,tʌmblər
tumblers,tʌmbləz
tumbles,tʌmblz
tumbleweed,tʌmblwid
tumbling,tʌmblɪŋ
tumbrel,tʌmbrəl
tumbrels,tʌmbrəlz
tumbril,tʌmbrəl
tumbrils,tʌmbrəlz
tumescence,tjumesns
tumescences,tjumesnsɪz
tumescent,tjumesnt
tumid,tjumɪd
tumidity,tjumɪdɪtɪ
tummies,tʌmɪz
tummy,tʌmɪ
tumour,tjumər
tumours,tjuməz
tumuli,tjumjʊlaɪ
tumult,tjumʌlt
tumults,tjumʌlts
tumultuous,tjumʌltʃʊəs
tumultuously,tjumʌltʃʊəslɪ
tumulus,tjumjʊləs
tun,tʌn
tuna,tjunə
tunas,tjunəz
tundra,tʌndrə
tundras,tʌndrəz
tune,tjun
tuned,tjund
tuneful,tjunfəl
tunefully,tjunfəlɪ
tunefulness,tjunfəlnəs
tuner,tjunər
tuners,tjunəz
tunes,tjunz
tung-oil,tʌŋ-oɪl
tungsten,tʌŋstən
tunic,tjunɪk
tunics,tjunɪks
tuning,tjunɪŋ
tuning-fork,tjunɪŋ-fɔk
tuning-forks,tjunɪŋ-fɔks
tunnel,tʌnl
tunnelled,tʌnld
tunnelling,tʌnəlɪŋ
tunnels,tʌnlz
tunnies,tʌnɪz
tunny,tʌnɪ
tuns,tʌnz
tup,tʌp
tuppence,tʌpəns
tuppences,tʌpənsɪz
tuppenny,tʌpənɪ
tups,tʌps
turban,tɜbən
turbaned,tɜbənd
turbans,tɜbənz
turbid,tɜbɪd
turbidity,tɜbɪdɪtɪ
turbidness,tɜbɪdnəs
turbine,tɜbaɪn
turbines,tɜbaɪnz
turbojet,tɜboʊdʒet
turbojets,tɜboʊdʒets
turboprop,tɜboʊprɒp
turboprops,tɜboʊprɒps
turbot,tɜbət
